,bill_id,cosponsor_flg,amendments_flg,popular_flg,related_bills_flg,party_flg,majority_flg,Class
0,s10-107,1,0,0,0,1,0,0
1,s1028-107,1,0,0,0,1,0,1
2,s1378-107,1,0,0,1,1,0,0
3,s1389-107,1,1,0,0,1,0,1
4,s1426-107,1,0,1,1,1,0,1
5,s1450-107,1,0,1,1,1,0,1
6,s1510-107,1,1,1,1,1,0,1
7,s16-107,1,0,1,0,1,0,0
8,s17-107,1,0,1,0,1,0,0
9,s1732-107,0,0,1,0,1,0,1
10,s1763-107,1,0,0,0,1,0,0
11,s1766-107,1,0,1,1,1,0,1
12,s1787-107,1,0,0,0,1,0,0
13,s18-107,1,0,0,1,1,0,0
14,s19-107,1,0,0,0,1,0,0
15,s20-107,1,0,0,0,1,0,0
16,s21-107,1,0,1,1,1,0,0
17,s2207-107,1,0,0,0,1,0,0
18,s2493-107,1,0,1,0,1,0,0
19,s2578-107,0,0,1,1,1,0,1
20,s2788-107,0,0,0,0,1,0,1
21,s3016-107,1,0,0,0,1,0,0
22,s3036-107,1,0,0,0,1,0,0
23,s3099-107,0,0,0,1,1,0,1
24,s318-107,1,0,1,0,1,0,0
25,s340-107,1,0,0,1,1,0,0
26,s434-107,1,0,0,1,1,0,1
27,s493-107,1,0,0,0,1,0,0
28,s550-107,1,0,0,0,1,0,0
29,s6-107,1,0,0,0,1,0,0
30,s629-107,1,0,0,0,1,0,0
31,s670-107,1,0,0,0,1,0,0
32,s7-107,1,0,0,0,1,0,0
33,s77-107,1,0,0,0,1,0,0
34,s8-107,1,0,1,0,1,0,0
35,s9-107,1,0,1,0,1,0,0
36,s100-107,0,0,0,0,0,0,1
37,s1146-107,0,0,0,1,0,0,0
38,s1224-107,1,0,0,0,0,0,0
39,s1368-107,1,0,0,0,0,0,0
40,s1620-107,0,0,0,0,0,0,0
41,s1839-107,1,0,0,1,0,0,0
42,s2501-107,1,0,0,0,0,0,0
43,s2523-107,0,0,0,0,0,0,0
44,s2560-107,1,0,0,0,0,0,0
45,s2574-107,1,0,0,1,0,0,0
46,s2584-107,1,0,0,0,0,0,0
47,s2786-107,0,0,0,1,0,0,0
48,s2905-107,0,0,0,0,0,0,0
49,s2979-107,1,0,0,0,0,0,0
50,s345-107,1,0,0,1,0,0,0
51,s381-107,1,0,0,0,0,0,0
52,s425-107,1,0,0,0,0,0,0
53,s465-107,1,0,0,0,0,0,0
54,s559-107,0,0,0,1,0,0,0
55,s607-107,1,0,0,0,0,0,0
56,s736-107,1,0,0,0,0,0,0
57,s903-107,0,0,0,1,0,0,0
58,s936-107,1,0,0,0,0,0,0
59,s983-107,0,0,0,0,0,0,0
60,s996-107,0,0,0,0,0,0,0
61,s1002-107,1,0,0,0,0,0,0
62,s1023-107,1,0,0,1,0,0,0
63,s104-107,1,0,0,1,0,0,0
64,s1108-107,1,0,0,1,0,0,0
65,s1177-107,1,0,0,0,0,0,0
66,s1183-107,1,0,0,0,0,0,0
67,s119-107,1,0,0,0,0,0,0
68,s1251-107,1,0,0,0,0,0,0
69,s1289-107,1,0,0,0,0,0,0
70,s1345-107,1,0,0,1,0,0,0
71,s1455-107,1,0,0,0,0,0,0
72,s1462-107,0,0,0,0,0,0,0
73,s1489-107,1,0,0,0,0,0,0
74,s1490-107,1,0,0,0,0,0,0
75,s1491-107,1,0,0,0,0,0,0
76,s1557-107,0,0,0,0,0,0,0
77,s1559-107,0,0,0,0,0,0,0
78,s1657-107,0,0,0,0,0,0,0
79,s1725-107,0,0,0,0,0,0,0
80,s1726-107,1,0,0,0,0,0,0
81,s1728-107,0,0,1,0,0,0,0
82,s1813-107,0,0,0,0,0,0,0
83,s182-107,1,0,0,0,0,0,0
84,s183-107,0,0,0,0,0,0,0
85,s187-107,1,0,0,0,0,0,0
86,s1873-107,1,0,0,0,0,0,0
87,s1887-107,0,0,0,1,0,0,0
88,s1995-107,1,0,1,0,0,0,0
89,s222-107,0,0,0,0,0,0,0
90,s226-107,1,0,0,0,0,0,0
91,s255-107,1,0,0,0,0,0,0
92,s2552-107,1,0,0,0,0,0,0
93,s256-107,1,0,0,0,0,0,0
94,s257-107,0,0,0,0,0,0,0
95,s258-107,1,0,0,0,0,0,0
96,s261-107,1,0,0,0,0,0,0
97,s263-107,1,0,0,0,0,0,0
98,s264-107,1,0,0,0,0,0,0
99,s2647-107,1,0,0,0,0,0,0
100,s2656-107,0,0,0,0,0,0,0
101,s2858-107,1,0,0,0,0,0,0
102,s2859-107,1,0,0,0,0,0,0
103,s2938-107,0,0,0,0,0,0,0
104,s2940-107,0,0,0,0,0,0,0
105,s2972-107,1,0,0,0,0,0,0
106,s328-107,1,0,0,0,0,0,1
107,s382-107,1,0,1,0,0,0,0
108,s383-107,0,0,0,0,0,0,0
109,s384-107,0,0,0,0,0,0,0
110,s456-107,1,0,0,0,0,0,0
111,s457-107,1,0,0,0,0,0,0
112,s484-107,1,0,0,0,0,0,0
113,s511-107,0,0,0,0,0,0,0
114,s516-107,0,0,0,0,0,0,0
115,s637-107,1,0,0,0,0,0,0
116,s666-107,1,0,0,0,0,0,0
117,s714-107,1,0,0,0,0,0,0
118,s833-107,1,0,0,0,0,0,0
119,s841-107,1,0,0,0,0,0,0
120,s913-107,1,0,1,1,0,0,0
121,s918-107,1,0,0,0,0,0,0
122,s93-107,1,0,0,0,0,0,0
123,s946-107,1,0,0,1,0,0,0
124,s951-107,1,0,0,1,0,0,1
125,s1007-107,1,0,0,0,1,0,0
126,s1043-107,0,0,0,0,1,0,0
127,s1139-107,0,0,0,1,1,0,0
128,s1149-107,1,0,0,0,1,0,0
129,s1151-107,1,0,0,0,1,0,0
130,s1171-107,0,0,0,1,1,0,1
131,s1257-107,1,0,0,0,1,0,0
132,s1310-107,1,0,0,1,1,0,0
133,s1451-107,1,0,0,1,1,0,1
134,s1564-107,0,0,0,0,1,0,1
135,s1566-107,1,0,0,0,1,0,0
136,s1596-107,0,0,0,0,1,0,0
137,s1601-107,1,0,0,1,1,0,1
138,s170-107,1,0,0,1,1,0,0
139,s1727-107,1,0,0,0,1,0,0
140,s1746-107,1,0,0,0,1,0,1
141,s1939-107,1,0,0,1,1,0,0
142,s1975-107,1,0,0,0,1,0,0
143,s199-107,0,0,0,1,1,0,0
144,s200-107,1,0,1,1,1,0,0
145,s2051-107,1,0,0,0,1,0,0
146,s2333-107,0,0,0,0,1,0,0
147,s241-107,0,0,1,0,1,0,0
148,s249-107,1,0,0,0,1,0,0
149,s2562-107,1,0,0,1,1,0,0
150,s2594-107,1,0,0,1,1,0,1
151,s2612-107,1,0,0,1,1,0,1
152,s2697-107,1,0,0,1,1,0,0
153,s2781-107,1,0,0,0,1,0,0
154,s2784-107,0,0,1,1,1,0,1
155,s503-107,1,0,0,1,1,0,0
156,s562-107,1,0,0,0,1,0,0
157,s691-107,1,0,0,1,1,0,1
158,s737-107,1,0,0,1,1,0,1
159,s809-107,1,0,0,1,1,0,0
160,s825-107,1,0,1,0,1,0,0
161,s863-107,0,0,0,0,1,0,0
162,s866-107,1,0,0,1,1,0,0
163,s893-107,1,0,0,0,1,0,0
164,s958-107,1,0,0,0,1,0,1
165,s1008-107,1,0,0,0,1,0,1
166,s1077-107,0,1,0,1,1,0,1
167,s2551-107,0,0,1,1,1,0,1
168,s2708-107,0,0,1,1,1,0,1
169,s60-107,1,0,0,0,1,0,0
170,s639-107,1,0,0,0,1,0,0
171,s1009-107,1,0,0,0,0,0,0
172,s1037-107,1,0,0,1,0,0,0
173,s1094-107,1,0,0,1,0,0,1
174,s11-107,1,0,0,0,0,0,0
175,s1199-107,1,0,0,0,0,0,0
176,s1421-107,1,0,1,0,0,0,0
177,s1427-107,0,0,0,0,0,0,0
178,s1513-107,1,0,0,0,0,0,0
179,s1563-107,1,0,0,0,0,0,0
180,s1573-107,1,1,1,1,0,0,1
181,s1577-107,0,0,0,1,0,0,0
182,s175-107,0,0,0,0,0,0,0
183,s176-107,0,0,0,0,0,0,0
184,s1809-107,0,0,0,1,0,0,0
185,s1878-107,1,0,0,0,0,0,0
186,s1921-107,1,0,1,0,0,0,0
187,s205-107,1,0,0,0,0,0,0
188,s2078-107,1,0,0,0,0,0,0
189,s2123-107,0,0,0,0,0,0,0
190,s2124-107,0,0,0,0,0,0,0
191,s2125-107,0,0,0,0,0,0,0
192,s2126-107,0,0,0,0,0,0,0
193,s2458-107,1,0,0,0,0,0,0
194,s2509-107,1,0,0,0,0,0,0
195,s2620-107,1,0,1,0,0,0,0
196,s2668-107,1,0,0,0,0,0,0
197,s2742-107,1,0,0,1,0,0,0
198,s2896-107,1,0,1,1,0,0,1
199,s2948-107,0,0,0,0,0,0,0
200,s353-107,1,0,0,0,0,0,0
201,s40-107,1,0,0,0,0,0,0
202,s409-107,1,0,0,0,0,0,0
203,s527-107,1,0,0,1,0,0,0
204,s605-107,1,0,0,0,0,0,0
205,s633-107,1,0,0,0,0,0,1
206,s744-107,1,0,0,0,0,0,0
207,s839-107,1,0,0,1,0,0,0
208,s939-107,0,0,0,0,0,0,0
209,s101-107,0,0,0,0,1,0,0
210,s1016-107,1,0,0,0,1,0,0
211,s102-107,1,0,0,0,1,0,0
212,s103-107,1,0,0,0,1,0,0
213,s1118-107,1,0,0,0,1,0,0
214,s1166-107,1,0,0,0,1,0,0
215,s1209-107,1,0,1,1,1,0,1
216,s1302-107,1,0,1,0,1,0,0
217,s1374-107,1,0,0,0,1,0,0
218,s1387-107,1,0,0,0,1,0,0
219,s1390-107,1,0,0,0,1,0,0
220,s1477-107,1,0,0,0,1,0,0
221,s1480-107,0,0,0,1,1,0,0
222,s1537-107,1,0,0,0,1,0,0
223,s1538-107,1,0,0,0,1,0,0
224,s155-107,1,0,0,1,1,0,0
225,s158-107,1,0,0,0,1,0,0
226,s1625-107,1,0,0,0,1,0,0
227,s1626-107,1,0,0,0,1,0,0
228,s164-107,1,0,0,0,1,0,0
229,s1646-107,1,0,0,1,1,0,1
230,s1677-107,1,0,0,0,1,0,0
231,s1741-107,1,0,0,1,1,0,1
232,s1753-107,1,0,0,0,1,0,0
233,s1844-107,1,0,0,0,1,0,0
234,s1851-107,1,0,0,0,1,0,0
235,s193-107,1,0,0,0,1,0,0
236,s1986-107,1,0,0,1,1,0,0
237,s2018-107,0,0,0,0,1,0,1
238,s2067-107,1,0,0,1,1,0,0
239,s2070-107,1,0,0,0,1,0,0
240,s2087-107,1,0,0,0,1,0,0
241,s2129-107,0,0,0,0,1,0,0
242,s2130-107,0,0,0,0,1,0,0
243,s2131-107,0,0,0,0,1,0,0
244,s2139-107,0,0,0,0,1,0,0
245,s2385-107,0,0,1,0,1,0,0
246,s242-107,1,0,0,0,1,0,0
247,s2427-107,0,0,0,0,1,0,0
248,s2449-107,1,0,0,0,1,0,0
249,s2522-107,1,0,0,1,1,0,0
250,s2529-107,1,0,0,0,1,0,0
251,s2547-107,1,0,0,1,1,0,0
252,s2548-107,1,0,0,0,1,0,0
253,s2576-107,1,0,0,1,1,0,0
254,s259-107,1,0,0,1,1,0,0
255,s2607-107,0,0,0,0,1,0,0
256,s2624-107,0,0,0,0,1,0,0
257,s2631-107,1,0,0,0,1,0,0
258,s2646-107,0,0,0,0,1,0,0
259,s2672-107,1,0,0,0,1,0,1
260,s2696-107,0,0,0,0,1,0,1
261,s270-107,1,0,0,0,1,0,0
262,s2726-107,1,0,0,0,1,0,0
263,s2733-107,0,0,0,1,1,0,0
264,s2773-107,1,0,0,0,1,0,1
265,s2776-107,1,0,0,0,1,0,1
266,s2854-107,1,0,0,0,1,0,0
267,s2855-107,1,0,0,0,1,0,0
268,s2880-107,1,0,0,0,1,0,1
269,s2906-107,1,0,0,0,1,0,0
270,s2930-107,0,0,0,1,1,0,0
271,s2971-107,0,0,0,0,1,0,0
272,s2990-107,1,0,0,1,1,0,0
273,s3015-107,1,0,0,1,1,0,0
274,s3058-107,1,0,0,0,1,0,0
275,s3111-107,0,0,0,0,1,0,0
276,s352-107,1,0,0,1,1,0,0
277,s454-107,1,0,0,1,1,0,1
278,s517-107,1,1,1,1,1,0,1
279,s535-107,1,0,0,1,1,0,0
280,s596-107,1,0,0,1,1,0,0
281,s597-107,1,0,1,0,1,0,0
282,s72-107,0,0,0,0,1,0,0
283,s776-107,1,0,0,1,1,0,0
284,s802-107,0,0,0,0,1,0,0
285,s90-107,1,0,0,0,1,0,0
286,s960-107,1,0,0,1,1,0,0
287,s999-107,1,0,0,1,1,0,0
288,s1010-107,1,0,0,0,0,0,1
289,s1307-107,1,0,0,0,0,0,0
290,s1572-107,1,0,0,1,0,0,0
291,s1610-107,1,0,0,0,0,0,0
292,s1645-107,0,0,0,0,0,0,0
293,s1687-107,0,0,0,0,0,0,0
294,s1688-107,0,0,0,0,0,0,0
295,s1689-107,0,0,0,0,0,0,0
296,s1690-107,0,0,0,0,0,0,0
297,s1691-107,0,0,0,0,0,0,0
298,s1692-107,0,0,0,0,0,0,0
299,s1693-107,0,0,0,0,0,0,0
300,s1694-107,0,0,0,0,0,0,0
301,s1695-107,0,0,0,0,0,0,0
302,s1696-107,0,0,0,0,0,0,0
303,s1697-107,0,0,0,0,0,0,0
304,s1698-107,0,0,0,0,0,0,0
305,s1699-107,0,0,0,0,0,0,0
306,s1700-107,0,0,0,0,0,0,0
307,s1701-107,0,0,0,0,0,0,0
308,s1702-107,0,0,0,0,0,0,0
309,s1703-107,0,0,0,0,0,0,0
310,s2140-107,0,0,0,0,0,0,0
311,s2141-107,0,0,0,0,0,0,0
312,s2142-107,0,0,0,0,0,0,0
313,s2143-107,0,0,0,0,0,0,0
314,s2144-107,0,0,0,0,0,0,0
315,s2145-107,0,0,0,0,0,0,0
316,s2146-107,0,0,0,0,0,0,0
317,s2147-107,0,0,0,0,0,0,0
318,s2148-107,0,0,0,0,0,0,0
319,s2149-107,0,0,0,0,0,0,0
320,s2150-107,0,0,0,0,0,0,0
321,s2151-107,0,0,0,0,0,0,0
322,s2152-107,0,0,0,0,0,0,0
323,s2153-107,0,0,0,0,0,0,0
324,s2154-107,0,0,0,0,0,0,0
325,s2155-107,0,0,0,0,0,0,0
326,s2156-107,0,0,0,0,0,0,0
327,s2157-107,0,0,0,0,0,0,0
328,s2158-107,0,0,0,0,0,0,0
329,s2159-107,0,0,0,0,0,0,0
330,s2160-107,0,0,0,0,0,0,0
331,s2161-107,0,0,0,0,0,0,0
332,s2162-107,0,0,0,0,0,0,0
333,s2163-107,0,0,0,1,0,0,0
334,s2164-107,0,0,0,0,0,0,0
335,s2165-107,0,0,0,0,0,0,0
336,s2176-107,0,0,0,0,0,0,0
337,s2177-107,0,0,0,0,0,0,0
338,s2191-107,0,0,0,0,0,0,0
339,s2192-107,0,0,0,1,0,0,0
340,s2193-107,0,0,0,0,0,0,0
341,s248-107,1,0,1,0,0,0,1
342,s3004-107,1,0,0,1,0,0,0
343,s3155-107,0,0,0,0,0,0,0
344,s692-107,0,0,0,0,0,0,0
345,s73-107,0,0,0,0,0,0,1
346,s74-107,0,0,0,0,0,0,1
347,s75-107,0,0,0,0,0,0,1
348,s76-107,0,0,0,0,0,0,1
349,s78-107,0,0,0,0,0,0,1
350,s79-107,0,0,0,0,0,0,1
351,s857-107,1,0,0,1,0,0,0
352,s873-107,1,0,0,1,0,0,0
353,s894-107,1,0,0,0,0,0,0
354,s1011-107,1,0,0,0,1,0,0
355,s1104-107,1,0,1,0,1,0,0
356,s1135-107,1,0,1,0,1,0,0
357,s1208-107,1,0,0,1,1,0,0
358,s1243-107,1,1,0,0,1,0,0
359,s1305-107,1,0,0,1,1,0,0
360,s1428-107,0,1,1,1,1,0,1
361,s1448-107,1,0,1,0,1,0,0
362,s1449-107,1,0,1,1,1,0,0
363,s1496-107,1,0,0,0,1,0,0
364,s1755-107,1,0,0,0,1,0,0
365,s1863-107,1,0,0,0,1,0,0
366,s1894-107,1,1,0,1,1,0,1
367,s1938-107,1,0,0,0,1,0,0
368,s1961-107,1,0,0,1,1,0,1
369,s2006-107,1,0,0,1,1,0,0
370,s2036-107,1,0,0,1,1,0,0
371,s2323-107,0,0,0,0,1,0,0
372,s2324-107,0,0,0,1,1,0,0
373,s2325-107,0,0,0,1,1,0,0
374,s2326-107,0,0,0,1,1,0,0
375,s2327-107,0,0,0,0,1,0,0
376,s2506-107,0,1,1,1,1,0,1
377,s2625-107,1,0,1,0,1,0,0
378,s2652-107,0,0,0,1,1,0,1
379,s2730-107,1,0,0,1,1,0,1
380,s2974-107,1,0,0,1,1,0,0
381,s3098-107,1,0,0,0,1,0,0
382,s3115-107,0,0,0,0,1,0,0
383,s3119-107,1,0,0,1,1,0,0
384,s481-107,1,0,0,0,1,0,0
385,s501-107,1,0,0,0,1,0,0
386,s525-107,1,0,0,1,1,0,0
387,s552-107,0,0,0,0,1,0,0
388,s582-107,1,0,0,0,1,0,0
389,s771-107,1,0,1,1,1,0,0
390,s823-107,1,0,0,0,1,0,0
391,s824-107,1,0,0,0,1,0,0
392,s942-107,1,0,1,0,1,0,1
393,s982-107,1,0,0,1,1,0,0
394,s1013-107,0,0,0,0,1,0,0
395,s1165-107,1,0,0,0,1,0,0
396,s1401-107,0,1,1,1,1,0,1
397,s1655-107,1,0,0,1,1,0,1
398,s1665-107,1,0,1,0,1,0,0
399,s1735-107,1,0,0,0,1,0,0
400,s1779-107,1,0,0,1,1,0,1
401,s1803-107,0,1,0,1,1,0,1
402,s1819-107,1,0,0,0,1,0,0
403,s1868-107,1,1,0,0,1,0,1
404,s194-107,0,0,0,0,1,0,0
405,s1966-107,1,0,0,1,1,0,0
406,s2210-107,1,0,0,0,1,0,0
407,s2395-107,1,0,0,0,1,0,1
408,s2487-107,1,1,0,0,1,0,1
409,s250-107,1,0,0,1,1,0,0
410,s2513-107,1,0,0,0,1,0,1
411,s2534-107,1,0,0,0,1,0,0
412,s2633-107,1,0,0,0,1,0,1
413,s2717-107,1,0,0,0,1,0,0
414,s2757-107,0,0,0,0,1,0,0
415,s2916-107,0,0,0,0,1,0,0
416,s3074-107,1,0,0,0,1,0,0
417,s3079-107,1,1,0,0,1,0,1
418,s3121-107,1,0,0,0,1,0,0
419,s331-107,1,0,0,0,1,0,0
420,s570-107,1,0,0,0,1,0,0
421,s579-107,0,0,0,1,1,0,0
422,s750-107,0,0,0,0,1,0,0
423,s840-107,1,0,0,0,1,0,0
424,s899-107,1,0,0,0,1,0,0
425,s924-107,1,0,1,1,1,0,1
426,s1014-107,1,0,0,1,0,0,0
427,s1187-107,0,0,0,0,0,0,0
428,s1423-107,0,0,0,1,0,0,0
429,s1908-107,0,0,0,0,0,0,0
430,s1984-107,1,0,0,1,0,0,0
431,s2206-107,0,0,0,0,0,0,0
432,s2643-107,1,0,0,0,0,0,0
433,s3108-107,0,0,0,0,0,0,0
434,s3109-107,0,0,0,1,0,0,0
435,s3157-107,0,0,0,0,0,0,0
436,s459-107,1,0,0,1,0,0,0
437,s608-107,1,0,0,0,0,0,0
438,s844-107,0,0,0,1,0,0,0
439,s1015-107,1,0,0,1,1,0,0
440,s1018-107,1,0,0,0,1,0,0
441,s1069-107,1,0,0,1,1,0,1
442,s1078-107,1,0,0,0,1,0,0
443,s1079-107,1,0,0,1,1,0,1
444,s1155-107,1,0,1,1,1,0,0
445,s1295-107,1,0,0,0,1,0,0
446,s1371-107,1,0,0,0,1,0,0
447,s1416-107,0,1,1,1,1,0,1
448,s1417-107,0,0,1,1,1,0,1
449,s1418-107,0,0,1,1,1,0,1
450,s1419-107,0,0,1,1,1,0,1
451,s1438-107,0,1,1,1,1,0,1
452,s1439-107,0,0,1,0,1,0,1
453,s1834-107,0,0,0,0,1,0,1
454,s1940-107,1,0,0,0,1,0,0
455,s2225-107,1,0,0,1,1,0,0
456,s2238-107,1,0,0,0,1,0,0
457,s2384-107,1,0,0,1,1,0,0
458,s2460-107,0,0,0,0,1,0,0
459,s2514-107,0,1,1,1,1,0,1
460,s2515-107,0,0,0,1,1,0,1
461,s2516-107,0,0,0,1,1,0,1
462,s2517-107,0,0,0,1,1,0,1
463,s2544-107,1,0,0,1,1,0,0
464,s2689-107,1,0,0,0,1,0,0
465,s2792-107,1,0,0,0,1,0,0
466,s2964-107,1,0,0,0,1,0,0
467,s3017-107,0,0,0,0,1,0,0
468,s3085-107,1,0,0,1,1,0,0
469,s3089-107,0,0,0,1,1,0,0
470,s539-107,1,0,0,0,1,0,0
471,s770-107,1,0,0,0,1,0,0
472,s835-107,1,0,0,1,1,0,1
473,s1017-107,1,0,0,1,1,0,0
474,s1197-107,1,0,0,0,1,0,0
475,s12-107,0,0,0,1,1,0,1
476,s1217-107,1,0,0,0,1,0,0
477,s1296-107,1,0,0,1,1,0,0
478,s1392-107,1,0,0,0,1,0,0
479,s1393-107,1,0,0,0,1,0,0
480,s1524-107,0,0,0,0,1,0,0
481,s1617-107,1,0,0,1,1,0,0
482,s1685-107,1,0,0,0,1,0,0
483,s1789-107,1,0,0,1,1,0,1
484,s1853-107,1,0,0,1,1,0,0
485,s1881-107,1,0,0,0,1,0,0
486,s1885-107,0,0,0,0,1,0,0
487,s1886-107,0,0,0,0,1,0,0
488,s2004-107,1,0,0,0,1,0,0
489,s2083-107,1,0,0,1,1,0,0
490,s2117-107,1,0,0,0,1,0,0
491,s219-107,1,0,0,0,1,0,1
492,s2246-107,1,0,0,0,1,0,0
493,s2519-107,1,0,0,0,1,0,1
494,s2600-107,1,1,1,1,1,0,1
495,s2603-107,1,0,0,0,1,0,0
496,s2667-107,1,0,0,1,1,0,1
497,s2681-107,1,0,0,0,1,0,0
498,s2758-107,1,0,0,0,1,0,1
499,s2770-107,1,0,0,1,1,0,0
500,s2890-107,1,0,0,1,1,0,0
501,s290-107,1,0,0,0,1,0,0
502,s2912-107,1,0,0,0,1,0,0
503,s2966-107,1,0,0,0,1,0,0
504,s2997-107,1,0,0,0,1,0,0
505,s2998-107,1,0,0,1,1,0,1
506,s3012-107,1,0,0,1,1,0,0
507,s3140-107,1,0,0,0,1,0,0
508,s3141-107,1,0,0,0,1,0,0
509,s3145-107,1,0,0,0,1,0,0
510,s3168-107,0,0,0,1,1,0,0
511,s513-107,1,0,0,1,1,0,0
512,s542-107,0,0,0,1,1,0,0
513,s565-107,1,1,1,1,1,0,1
514,s586-107,0,0,0,0,1,0,0
515,s635-107,1,0,0,0,1,0,0
516,s662-107,1,0,0,0,1,0,0
517,s814-107,1,0,0,0,1,0,0
518,s838-107,1,1,0,1,1,0,1
519,s883-107,0,0,0,0,1,0,0
520,s891-107,1,0,0,0,1,0,0
521,s940-107,1,0,0,0,1,0,0
522,s969-107,1,1,0,0,1,0,1
523,s1021-107,1,0,0,1,0,0,1
524,s1181-107,1,0,0,1,0,0,1
525,s1326-107,1,0,0,0,0,0,0
526,s1413-107,1,0,0,0,0,0,0
527,s146-107,0,0,0,0,0,0,0
528,s1571-107,1,0,0,0,0,0,0
529,s1778-107,1,0,0,1,0,0,0
530,s1861-107,0,0,0,0,0,0,0
531,s2005-107,1,0,0,0,0,0,0
532,s2026-107,1,0,0,0,0,0,0
533,s2660-107,1,0,0,0,0,0,0
534,s2796-107,1,0,0,0,0,0,0
535,s3080-107,1,0,0,0,0,0,0
536,s333-107,1,0,0,0,0,0,0
537,s37-107,1,0,0,1,0,0,0
538,s508-107,1,0,0,0,0,0,0
539,s657-107,1,1,0,1,0,0,1
540,s82-107,1,0,0,0,0,0,0
541,s83-107,1,0,0,0,0,0,0
542,s84-107,1,0,0,0,0,0,0
543,s85-107,1,0,0,0,0,0,0
544,s1022-107,1,0,0,1,0,0,0
545,s1051-107,1,0,0,1,0,0,0
546,s1101-107,1,0,0,0,0,0,0
547,s1129-107,1,0,0,0,0,0,0
548,s1334-107,0,0,0,0,0,0,0
549,s1369-107,0,0,0,0,0,0,0
550,s1782-107,1,0,0,0,0,0,0
551,s1943-107,1,0,0,1,0,0,1
552,s1957-107,1,0,0,0,0,0,0
553,s201-107,1,0,0,1,0,0,0
554,s202-107,1,0,0,1,0,0,0
555,s2029-107,1,0,0,1,0,0,0
556,s225-107,1,0,0,1,0,0,0
557,s2623-107,1,0,0,1,0,0,1
558,s3076-107,1,0,0,0,0,0,0
559,s546-107,1,0,0,0,0,0,0
560,s768-107,0,0,0,0,0,0,0
561,s1026-107,0,0,0,1,1,0,1
562,s1049-107,0,0,0,0,1,0,0
563,s1081-107,1,0,0,0,1,0,0
564,s1082-107,1,0,0,0,1,0,0
565,s1122-107,0,0,0,0,1,0,0
566,s1222-107,0,0,0,1,1,0,1
567,s1223-107,1,0,0,0,1,0,0
568,s1252-107,0,0,0,0,1,0,0
569,s1332-107,0,0,0,0,1,0,0
570,s1471-107,1,0,0,0,1,0,0
571,s1616-107,1,0,0,0,1,0,0
572,s1771-107,1,0,0,1,1,0,0
573,s1837-107,1,0,0,0,1,0,0
574,s1932-107,0,0,0,1,1,0,0
575,s2089-107,0,0,0,0,1,0,0
576,s2090-107,0,0,0,0,1,0,0
577,s2091-107,0,0,0,0,1,0,0
578,s2092-107,0,0,0,0,1,0,0
579,s2093-107,1,0,0,1,1,0,0
580,s2094-107,0,0,0,0,1,0,0
581,s2095-107,0,0,0,0,1,0,0
582,s2096-107,0,0,0,0,1,0,0
583,s2097-107,0,0,0,0,1,0,0
584,s2098-107,0,0,0,0,1,0,0
585,s227-107,1,0,0,0,1,0,0
586,s2490-107,1,0,0,0,1,0,0
587,s2593-107,1,0,0,0,1,0,0
588,s2618-107,1,0,0,0,1,0,0
589,s2629-107,0,0,0,0,1,0,0
590,s2636-107,1,0,0,0,1,0,0
591,s2676-107,1,0,0,0,1,0,0
592,s273-107,1,0,0,1,1,0,0
593,s2747-107,0,0,0,0,1,0,0
594,s2827-107,0,0,0,0,1,0,0
595,s2836-107,0,0,0,0,1,0,0
596,s2851-107,0,0,0,0,1,0,0
597,s2852-107,0,0,0,0,1,0,0
598,s2856-107,1,0,0,0,1,0,0
599,s2871-107,1,0,0,0,1,0,0
600,s2923-107,0,0,0,0,1,0,0
601,s2991-107,1,0,0,0,1,0,0
602,s306-107,1,0,1,0,1,0,0
603,s330-107,1,0,0,0,1,0,0
604,s386-107,1,0,0,1,1,0,0
605,s405-107,1,0,0,0,1,0,0
606,s406-107,1,0,0,1,1,0,0
607,s419-107,1,0,0,0,1,0,0
608,s537-107,1,0,0,0,1,0,0
609,s609-107,0,0,0,0,1,0,0
610,s610-107,0,0,0,0,1,0,0
611,s641-107,0,0,0,0,1,0,0
612,s642-107,0,0,0,0,1,0,0
613,s654-107,1,0,0,0,1,0,0
614,s687-107,1,0,0,1,1,0,0
615,s773-107,1,0,0,0,1,0,0
616,s819-107,1,0,0,1,1,0,0
617,s874-107,1,0,0,0,1,0,0
618,s954-107,1,0,0,1,1,0,0
619,s987-107,1,0,0,0,1,0,0
620,s1029-107,1,0,0,0,1,0,1
621,s1044-107,1,0,0,1,1,0,0
622,s1045-107,1,0,1,0,1,0,0
623,s1136-107,1,0,0,0,1,0,0
624,s1195-107,1,0,0,0,1,0,0
625,s1218-107,0,1,0,1,1,0,1
626,s1254-107,1,0,0,1,1,0,1
627,s13-107,1,0,0,0,1,0,1
628,s1372-107,0,1,0,1,1,0,1
629,s1457-107,0,0,0,0,1,0,0
630,s1511-107,0,0,0,0,1,0,1
631,s2019-107,0,0,0,1,1,0,1
632,s2239-107,1,1,0,1,1,0,1
633,s2248-107,0,0,0,0,1,0,1
634,s2438-107,1,0,0,0,1,0,0
635,s2673-107,0,1,1,1,1,0,1
636,s2675-107,1,0,0,0,1,0,0
637,s2721-107,1,0,0,0,1,0,0
638,s2968-107,1,0,0,1,1,0,0
639,s2984-107,1,0,0,0,1,0,1
640,s30-107,1,0,0,0,1,0,0
641,s3023-107,1,0,0,0,1,0,0
642,s3024-107,1,0,0,0,1,0,0
